review_id,source_url,lecture_id,course_name,professor,semester,rating,raw_review_text,workload_label,teamwork_load_label,grading_strictness_label
77947-047,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,"강의력 좋으시고 증명위주의 수업을 진행하십니다. 문제풀이는 거의 안 하는 정도에요. 플립드 클래스라 영상으로 출석하고 현강시간엔 한국어로 강의 요약, 질의응답 합니다. 중간까진 강의 착실히 듣다가 기말부터는 그냥 출석만 했는데 솔직히 시험이 어렵게 나오지는 않아서 교안이랑 교재 적절히 보면서 과제 다 풀 수 있을 정도만 되면 충분할 것 같습니다. 매트랩 노베여서 매트랩 과제가 좀 어렵긴 했는데 다른 언어 경험 있으면 적당히 할 수 있습니다. 매트랩 과제진도가 영상강의 진도보다 빠른데 잘 모르겠으면 미리 다 올려주신 교안 찾아보면 방법이 나와있습니다.",,,
77947-048,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,강의력: 매우 좋음. 노베이스여도 식의 의미와 유도 과정을 체득화할 수 있음 과제: 너무 복잡한 문제 몇개 제외하고는 풀만하고 그리 오래 걸리는 거 같지도 않음. 복습하는데 매우 도움이 됨 시험: 깔끔. 이번 학기는 중기말 둘 다 무난하게 내심 매트랍 과제: 맽랩 노베에 군 복학하고 오랜만에 코딩해서 좀 어려웠는데 신시 기본 개념과 코당 실력 좀 있으면 금방 할 듯? 대충 구현하면 만점 주는 듯,,,
77947-049,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,교수님 영어 너무 잘하시고 강의력이 매우 좋음 과제가 좀 많고 매트랩이 빡세긴 한데 그래도 잘가르쳐주셔서 좋아요,,,
77947-050,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,받은학점 : A+ 강의력 goat 수업 열심히 듣고 기출 4개년치 사서 공부하세요 과제문제는 수식 어려운거 빼고 공부하세요 전 매트랩 하나도 안하고 던졌습니다,,,
77947-051,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,강의력 너무 좋으시고 학생들이 많이 얻어가기를 진심으로 바라시는 참 교수님. 온오프 혼합인데 온라인 영어 강의 후 오프로 한국어 강의하십니다. 오프 출석 점수는 없지만 매주가시면 시험기간에 편하실거에요 이해가 아주 잘 됩니다. 과제는 많지만 시험 공부 한다 생각하시면 됩니다.,,,
77947-052,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,교수님은 너무 좋으십니다. 강의는 영어 강의이지만 오프라인 수업 때 한국어로 요약수업을 해주셔서 잘 못알아듣겠는 분은 그 때 가시면 좋을 것 같아요. 시험은 깔끔하다는 것 같고 과제도 시간이 오래 걸리고 매트랩 과제가 좀 많이 있었지만 교수님이 너무 좋으셔서 어떻게 버틸 수는 있던 수업이었습니다.,,,
77947-053,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,교안이 매우 깔끔하다. 하지만 기출을 많이 탄다,,,
77947-054,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,교수님이 젠틀하시고 수업도 잘하십니다. 중간고사 난이도가 그렇게 어렵지않았고 예제 열심히풀면 될거같아요. 매트랩 과제가 조금 어려웟습니다,,,
77947-055,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,4,강의력 좋으시고 교안도 깔끔하고 얻어가는 것도 많아요 하지만 강의량이랑 필기량이 엄청 많습니다,,,
77947-056,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,수업 내용과 교안 매우 좋지만 교안에 그래프는 따로 정리되어 있어서 같이 보기가 귀찮다. 과제 많지만 풀 수 있을만큼 풀어서 내도 점수를 주신다.,,,
77947-057,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,23년 1학기 수강자,5,학점은 아직 모르지만 강의력 짱 조으세요 근데 매트랩 과제가 선넘음,,,
77947-058,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,+은 꽉 채워주시진 않지만 적당히 주시는듯 강의력은 엄청 뛰어나심,,,
77947-059,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,"개념 위주의 수업이고 교수님이 영어, 설명 모두 잘하셔서 이해도 쉽습니다.",,,
77947-060,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,교수님이 강의를 잘 하십니다. FT 와 FS를 원리부터 유도해주시는데 이해에 도움이 많이 됩니다.,,,
77947-061,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,무지막지한 길이로 올라오는 강의영상에 처음에는 좀 벅차긴 하지만 시험문제도 예제만 풀 수 있으면 잘 풀리고 학점도 잘 따갈 수 있습니다.,,,
77947-062,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,4,강의력도 좋으시고 학점도 잘 주시는 편입니다. 과목자체가 좀 어려웠는데 과제 꾸준히 해서 수업을 따라가는데 도움이 되었던것 같습니다,,,
77947-063,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,강의 잘 하시고 중간에 왜 강의하는지 모르는 부분이 있긴한데 과제 풀 정도만 되면 시험 잘 볼 수 있어요,,,
77947-064,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,"강의력은 좋습니다, 하지만 증명위주의 영어수업이라 저는 따라가기 힘들었어요 그리고 과목 자체가 너무 어이없습니다 전전과목 중 전자기학과 1,2등을 다투는 머리아픈 과목",,,
77947-065,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,강의력 최강 그 유명한 유투버보다 나음 백배나음 진짜 교안이 그림이 따로라 조금 보기 불편했는데 그거빼면 나머진 다좋았음 평균이 낮아서 좀만 공부해도 평균은 넘음 과제하면서 문풀 연습도 다되고 학점 잘주심. 진심 잘주심.,,,
77947-066,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,교수님 수업 엄청 잘하시고 시험 문제도 매우 합리적이고 좋습니다. 수업 할때 딱 집중해서 잘 듣고 과제 열심히 풀다보면 이 과목에 대한 감이 잘 옵니다. 은근 학생들 포기도 많이 하고 평균 높지 않아서 좀만 하면 학점 잘 받아가실수 있어요.,,,
77947-067,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,4,수업을 굉장히 잘가르치십니다 영어도 거의 원어민수준 수업이 증명위주라 호불호가 갈릴듯 하다만 이해하기 쉽게 설명해주셔서 좋았습니다,,,
77947-068,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,수업을 정말 잘하십니다. 기본적으로 이전에 들었던 공학수학을 많이 까먹어서 따라가는데 힘들까 했었는데 설명을 정말 친절하게 잘해주셔서 이해가 잘되었습니다.,,,
77947-069,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,4,영어 잘하셔요 근데 과제 많음. 매틀랩은 자율적으로 하면 됨.,,,
77947-070,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,3,국제어치고 교수님이 영어를 잘하셔서 알아듣기 좋았다. 증명과정 등 수업을 꼼꼼히 하신다. 문제푸는 방법만 터득하면 시험 잘 볼수 있다,,,
77947-071,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,4,국제어 수업으로 발음은 좋음. 하지만 한번에 2시간씩 강의를 올리셔서 듣기 힘듬.,,,
77947-072,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,22년 1학기 수강자,5,강의력이 굉장히 뛰어나시고 영어발음이 깔끔하십니다,,,
77947-073,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,5,강의력이 굉장히 좋으십니다. 국제어 수업인데 영어 발음이 굉장히 좋으셔서 집중하기 좋습니다. 시험은 중간은 쉽게 나왔었는데 기말이 전범위인데다가 난이도 있는 내용들이 추가돼서 어려웠습니다.,,,
77947-074,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,"성적: A+ <수업> 강의력 세계관 최강자라고 봐도 무방할 정도로 매우 좋으십니다. 준비된 교안이며 추가로 공부해보라고 주시는 자료들이며 교수님의 짬바로 이미 그 무결성에 의심에 여지가 없습니다. 국제어 수업으로 영어도 매우 유창하신 편입니다. 학점 채워주시는 지는 잘 모르겠습니다. <과제> 와 이거 좀 많습니다. 이게 단순히 많으면 그냥 하겠는데 어렵습니다. 신호및시스템에서 배우는 내용 자체가 FS, FT인데 이거 가지고 제대로 문제 푸는 트레이닝을 경험하게 됩니다. 솔직히 전 좀 힘들었네요 다만 과제점수가 매우매우매우 미약하여 시험으로 성적이 갈린다고 생각하면 됩니다. <시험> 뭐 당연한 얘기지만 기본 개념 바탕으로 과제를 혼자 힘으로 해내셨다면 당황하지 않는 이상 시험은 아마 문제 없을 겁니다. 다만 이제 난이도 조절이 들어가게 되면 허허....이번학기 기말이 그러했던 것 같은데 시험 끝나고 나면 아 이걸 왜 못 풀었지? 시간 많았음 풀 수 있을 거 같은데 하는 문제들이 많았네요 한 문제를 완벽하게 풀 생각을 하셔야 합니다. 시험 성적이 곧 학점이기 때문에 실수 용납이 안되는 과목이에요",,,
77947-075,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,과제가 좀 많습니다. 거의 매주 있는듯. 수업은 굉장히 잘하시고 영어 발음도 좋으십니다. 시험문제도 잘내시는데 부분점수는 짜게 주시는것 같습니다.,,,
77947-076,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,"개인적으로 굉장히 만족스러웠던 수업. 내가 좋아하는 스타일의 수업임. 신호시스템 내용에는 개념들 뿐만 아니라 다양한 수식이 많이 나오는데 이 수업에서는 그 수식이 나오게 된 배경, 증명들을 해주신다. 다만 그게 시험에 직접적으로는 나오지않음. 증명 외울필요없이 정리들의 결과만 알고 있어도 된다는 뜻. 시험때 치팅페이퍼가 있어서 그 정리들마저도 억지로 안외워도됨. 시험문제는 푸리에 위주의 계산문제가 다수있고 개념문제도 소수 있었음. 무엇보다 영어발음이 굉장히 좋으심.",,,
77947-077,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,"강의가 빈 곳 없이 채워서 하는듯한 느낌이지만, 그렇다고 나쁜것은 아님 강의력 괜찮으시고 영어발음이 좋음 학점은 꽤 맞춰서 후하게 주시는듯하며 치팅페이퍼1장 허용을 하심. 그러나 고득점을 바라면 치팅페이퍼 안 보고 풀수있어야할듯",,,
77947-078,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,4,반제로 수강했는데 강의는 워낙 영어를 잘하셔서 이해하기가 쉬웠고 수업만 잘 들으면 시험은 난이도가 그렇게 높지 않아 할만하다고 생각함. 하지만 실수한번이면 학점이 많이내려가니 주의해야함. 중간은 평균 50정도 됬고 기말은 36정도 됐다.,,,
77947-079,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,강의다운 강의다 Pdf파일로 수업을 하시고 과제는 책에서 낸다 과제를 많이 풀어보면 시험을 잘 볼 수 있을 것이다 시험이 과제와 똑같진않지만 과제를 풀어보며 접근법을 익히면 잘 풀수있다 a4치팅시트를 잘 활용하연 복잡한 수식들은 치팅시트에 빼곡히 적는다면 시험을 준비할 때 실제로 과정들만 외우는거라 신호와 시스템이 어떤 의미를 가지는지 알수있다 a는 50프로 채워주며 전체적으로 만족스러웠다,,,
77947-080,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,"한학기 온라인으로 수강했지만 교수님의 강의력 덕분에 깔끔하게 잘 들었습니다. 21년에도 correlation은 시험에 안나옵니다. 과제의 due date를 한 학기 시작 전에 미리 공지해주시는데, 양도 많을 뿐더러 due date가 포함된 주차의 강의를 들어야 풀 수 있는 문제가 대부분인 과제가 두개 있어서 미리 공지해준게 큰 의미가 없었습니다. 안 밀리려면 과제는 미리 해놓는걸 추천합니다. 다른 분반처럼 매트랩에 고통받지 않아서 다행이었다고 생각합니다. 시험은 거의 계산문제만 나왔고 계산문제 관련된 수업과 연습문제를 풀어보면 충분히 풀 수 있을만한 문제가 나왔습니다. 개인적으로 수능문제 푸는 느낌이라서 시험시간이 조금 부족했습니다. 반제수업으로 듣는다면 진짜 운 좋다고 생각하시고 열심히 들으시면 좋은 점수 나옵니다. 비율은 코로나학기 다 채워주시고 에쁠 25프로, 에이 50프로 채워주십니다.",,,
77947-081,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,수업: 국제어 강의지만 영어 발음이 워낙 좋으셔서 귀에 쏙쏙 박힘. 차근차근 이해하기 쉽게 정말 잘가르쳐주심. 강의력 5점 과제: 이번학기는 매틀랩 과제 없이 연습문제 풀이 과제 6개가 나옴. 과제마다 문제 수가 많고 계산이 더러워서 오래걸림. 계산 연습하는 느낌이 강함. 과제 3점 시험: 중간고사는 계산 실수만 안하면 충분히 잘 볼 수 있을 정도로 쉬웠으나 평균은 생각보다 다소 낮게 나옴(50점). 기말고사는 중간 보단 어려웠지만 수업에서 핵심이 되는 부분만 나와서 수업 잘 들었으면 푸는데 큰 어려움은 없었다고 생각함. 결과가 아직 안나와서 모르겠지만 평균은 30후반~40초반으로 예상. 시험문제는 연습문제 처럼 더러운 문제는 안나오고 깔끔한 문제만 나옴. 시험 5점,,,
77947-082,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,4,영어 발음 원어민 뺨 후려치시고 수업 잘하심 과제가 엄청 남,,,
77947-083,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,21년 1학기 수강자,5,영어 발음이 좋아서 강의 듣기 가 좋다 교수님도 좋으시고 하지만 과제가 좀 많으시다 그래도 이 수업을 듣게 되었다면 운이 좋으신 거다,,,
77947-084,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,5,교수님 정말 젠틀하시고 영어 발음이 너무 좋아 수업에 집중하기가 쉽다. 내용도 정말 깔끔하고 이해하기 쉽게 설명해주신다. 이메일 답장도 빠르신 편. 시험도 공부한 만큼 볼 수 있다,,,
77947-085,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,5,"여태 들었던 한국인교수님 영어발음 중에는 가장 부드럽게 들렸습니다. (제 귀에만 그럴 수도 있습니다.) 한 학기동안 커버하는 내용이 많아 강의영상 길이가 꽤 길었습니다. 매트랩 과제는 없었지만, 과제를 직접 푸는 입장에서는 양도 많고 계산도 쉽지않아 전반적으로 힘들었습니다. 중간고사까지는 continuous 푸리에 급수 및 변환에 대해 다루고, 기말에는 중간범위 + discrete 푸리에 급수 및 변환에 대해 다룹니다. 활용으로 파워나 에너지 등등 까지 다뤄서 시험공부하는데 꽤 양이 많아 버거웠지만 실제 시험에서는 출제되지는 않았습니다. 시험문제는 어려운 편은 아니지만, 계산실수 하기 쉬우니 평소 과제 직접 풀면서 계산 많이 해보시길 권장합니다.",,,
77947-086,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,5,이번학기는 맽랩과제가 없어서 편하게 들었습니다. 강의력 온라인으로 듣기엔 좋았는데 현강이면 더 힘들거같다는 느낌입니다. 배운내용에 비해 시험에 나온 내용은 훨씬 적어서 쉬웠습니다.,,,
77947-087,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,5,"(온라인 학기이고, 윤석호 교수님 분반을 김중규 교수님이 이어받아 진행하였습니다.) 강의는 이론에 대한 꼼꼼한 설명과 증명, 중요한 예제풀이입니다. 온라인이지만 학습에 불편함이나 부족함이 없었습니다. 숙제는 책의 예제 풀이인데 어렵지는 않지만 시간이 오래걸리는 복잡한 문제들이 많습니다. 시험은 계산위주의 문제가 많고, 개념확인 문제도 조금 섞여있습니다. 다만 계산문제도 개념이 튼튼하게 잡혀있어야 빠르게 풀 수 있습니다. 숙제만큼 복잡하고 오래걸리는 계산은 출제하시지 않습니다. 시간 안에 충분히 풀 수 있게 출제하십니다. 시험에 참조메모 A4용지 1면을 사용할 수 있습니다. 복잡한 공식 등을 적어놓으시면 큰 도움이 됩니다. 학점은 매우 잘 주십니다.",,,
77947-088,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,4,"윤석호교수님 분반이었다가 사라져서 여기로 오게됨. 때문에 과제와 기말고사로만 평가가 됨. 과제는 책문제 풀기, 시험도 연습문제 수준으로 나옴. 강의에서는 매우 많은 것을 가르치시지만 시험은 연습문제 수준이니 참고할것. 학점은 잘주시나 강의가 너무 일방적으로 가르치시는(?) 방식임.",,,
77947-089,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,3,올해는 과제가 문제풀이밖에없어서 좀 편했음 시험은 가르치는 내용에 비해 나온 부분이 엄청 적어서 공부한 보람은 없었음,,,
77947-090,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,20년 1학기 수강자,4,"강의는 괜찮음 가르쳐주는 내용에 비해 시험에 나오는 것은 한정되어서 시험공부 하기도 쉬움 근데 과제가 많음(문제 더러움,오래걸림) , 올해는 매트랩 안했음",,,
77947-091,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,과제가 헬인데 학점은 행복 과제 포기하고 시험공부나 하세요,,,
77947-092,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,시험은 중간 때 너무 어려워서 기말 때 좀 쉽게 내주신 것 같구요 거의 매주 매트랩과제와 문제 풀이 과제가 있는데 이게 너무 힘듭니다 매트랩은 대충하시고 문제풀이는 시험대비용으로 생각하고 푸시면 될 듯합니다 국제어라 학점은 잘 주심,,,
77947-093,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,영어를 굉장히 잘하셔서 국제어임에도 강의력이 굉장하십니다. 다만 matlab과제가 거의 매주 있다는점. 근데 과제는 비율이 적어서 대충해도 상관없습니다.,,,
77947-094,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,이제까지 한 수업중에 과제 가장 많았습니다. 그래도 수업은 이해하기 쉽게 잘 가르쳐 주시고 학점도 잘 주시기 때문에 수업에 좀만 집중하시면 에이쁠 가능!,,,
77947-095,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,학점 진짜 잘 주십니다. 거의 꼴찌 가까워서 에프만 면하자...했는데 비 실화냐? 하지만 과제랑 플젝때문에 학기 중에 머리빠짐,,,
77947-096,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,3,과제 플젝 개많음 ㄹㅇ 학기중에는 신시때문에스트레스오지게받아서 머리많이빠짐 시험은중간개어려워서 조졌는데 기말좀쉽게내주셨더라 그냥과제솔루션베끼고 플젝 엘씨애들거참고해서내고 셤공부만열심히 ㄱㄱ,,,
77947-097,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,MATLAB 과제 포기하고 시험 올인ㄱㄱ ㄹㅇ 이게 가성비 공부법,,,
77947-098,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,교수님 스타일 좋고 목소리 좋고 강의력 최고 지만 과제와 플젝이 파도처럼 쏟아짐 성적 잘 주시지만 솔직히 수강생 전부 A받아 마땅할만큼 고생합니다,,,
77947-099,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,교수님의 강의력은 매우 좋습니다. 영어로 강의하심에도 불구하고 구체적으로 잘 설명해주십니다. 다만 과제가 매우 많습니다. 문제풀이 과제의 경우 교재가 옛날 교재다보니 문제와 답이 매우 지저분합니다. 시험때 문제풀이 과제 내용이 도움이 되니 열심히 풀어보시기 바랍니다. 추가로 매트랩 과제가 있는데.... 하다보면 익숙해집니다. 신호및시스템 과목 특성상 어쩔 수 없는것 같습니다. 3학년 1학기 여러분 화이팅하시기 바랍니다.,,,
77947-100,https://everytime.kr/lecture/view/77947,77947,신호및시스템,김중규,19년 1학기 수강자,4,과제가 많습니다. 거의 매주 매틀랩 과제가 있는데 보고서 내용은 많이 안보는거 같습니다. 강의력은 좋으십니다. 시험은 문제풀이 과제로 나오는 문제들이랑 책에 나오는 문제 위주로 준비하세요.,,,
2893300-001,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,26년 1학기 수강자,5,스탠딩 코미디를 보는 듯한 유쾌한 수업과 함께 강의력이 정말 좋으십니다. 부담없이 통신을 배울 수 있는 좋은 강의 감사합니다.,,,
2893300-002,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,26년 1학기 수강자,5,"교수님이 학생들과 소통을 잘하시는 편이고, 설명을 정말 잘하십니다.",,,
2893300-003,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,교수님 스윗하시고 좋으시네요. 절평이라 널널합니다,,,
2893300-004,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,교수님이 엄청 너그러우심 교안이 양 많은거 교수님도 이해해주시고 필요한 부분에 대해서 딱딱 수업땨 집어주심,,,
2893300-005,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,꿀 그 자체 스윗 그 자체 절대평가인데 점수가 널럴함,,,
2893300-006,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,교수님이 너무 좋아요 학생 편의도 많이 봐주시고 쿨하세요 어려운 내용이지만 집중해서 들으면 이해는 되는 거 같아요 시험도 합리적으로 내주시고 너무 좋아용 👍,,,
2893300-007,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,처음에는 뭘 배우는지 감이 잘 안잡혔는데 듣다보니 꽤 유익했다 강의력도 괜찮으시다 선이수 과목 안들어도 따라갈만 하다 학점 매우 잘주신다,,,
2893300-008,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,4,"어려운 내용을 최대한 핵심만 쉽게 가르치시려고 노력하신다. 그래서 처음엔 강의가 이상하게 느껴졌지만, 다시 복습하며 듣다보면 이해가 되는 수업이었다. 변조 복조 관련하여 Matlab과제가 있었고 시험은 내신다고 한 부분에서 다 나와서 편하게 공부할 수 있었다. 학점은 학기 내내 잘줄거라고 하셔서 얼마나 잘 주실지 궁금하다.",,,
2893300-009,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,일단 과목 자체는 너무 어려웠다... 기본적인 베이스가 없었기 때문에....그래도 교수님 아주 나이스 하심. 전체적으로 학생들 배려 많이 해주십니다.,,,
2893300-010,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,교수님 재밌으시고 학생들 편의를 위해 최대한 배려해주십니다. 학기 중에 과제도 따로 없고 성적도 최대한 잘 주시려 노력하시는 것 같습니다.,,,
2893300-011,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,5,학점은 아직 안 나왔지만 교수님 유쾌하시고 최대한 학생들 배려해주십니다 이번이 성대에서 첫 강의셔서 시험 정보 없고 통신 과목이다 보니 학기 초에 걱정 많이 했는데 중간고사 때는 이전 학교 기출 올려주시고 기말 때도 문제 올려주셔서 시험 공부 하는 데 도움 많이 됐습니다 동영상 강의 늦게 들어서 결석 처리 돼도 일주일 내로 들었으면 출석으로 바꿔주셨습니다 과제도 매트랩 프로젝트인데 쉽지는 않지만 마감 기한을 성적 입력 기간쯤으로 잡아주셔서 공부하는 데 부담되지 않습니다 절대평가로 학점도 잘 주시고 싶어 하시는 것 같습니다 교수님 미담만 쓰게 되네요… 이번 학기 과목 중에 제일 만족스러웠던 강의였습니다 저는 통신쪽 진로는 아니지만 관심 있으시면 꼭 들어보시는 걸 추천드립니다,,,
2893300-012,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,4,일단 오프라인 강의를 한 적이 별로 없어서 강의력은 잘 모르겠음 시험은 난이도가 있지만 점수를 잘 주려고 하시는 듯 하다,,,
2893300-013,https://everytime.kr/lecture/view/2893300,2893300,디지털통신,서효운,25년 1학기 수강자,4,강의력은 잘 모르겠으나 학생들을 많이 배려하는게 보임 시험은 난이도가 있는편,,,
42358-001,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,26년 1학기 수강자,3,퀴즈 중간중간 보시고 강의력은 그렇게 좋은 것 같지 않음,,,
42358-002,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,26년 1학기 수강자,5,솔직히 나쁘지아늠. 강의 잘 못하시긴하는데 뭔가 잘 못가르치시는데 이해가 잘됨. 신기함ㅇㅇ 그리고 교수님 성격 좋으심,,,
42358-003,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,4,강의력은 ㅈㅈ라 수업만으로 이해하기 어렵고 독학이 하셔야합니다. 퀴즈 비중이 높아서 준비하셔야 하고 시험은 주로 연습문제 기반이라 문제 많이푸시면 됩니다. 배움은 모르겠고 성적 잘주셔서 좋습니다,,,
42358-004,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,1,"퀴즈 반영 비율 높음 강의 실력도.. 듣기 힘듬 출석은 랜덤 날짜로 부르시는데, 전자 출결도 반영하시니 이 점 유의해야함 시험 3번으로 체크한 이유는 퀴즈 2번의 비율이 중간고사랑 비율이 똑같기에",,,
42358-005,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,3,시험 거의 연습문제에서 나오는데 다 잘봐서 고득점해야 성적 잘 나옵니다,,,
42358-006,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,3,학점을 잘 주시는 편은 아닌 것 같은데 제가 열심히 안해서 할말이 없습니다 ㅠ 노력한 만큼 학점 받는 정직한 쉅,,,
42358-007,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,4,교안 열심히 보고 공부하면 공부한 만큼 성적 나오는 것 같아 만족합니다.,,,
42358-008,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,1,학점 너그럽지 않습니다. 퀴즈 반영비율 높으니까 하나라도 못보면 A어려울수도 있어요 공부 잘하시길,,,
42358-009,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,2,제어공학 수업을 들었다는 흔적을 남기고 싶으시면 추천드립니다. 그리고 수업시간엔 다른 과제 하시고 유튜브에 같은 교재 사용하는 제어공학 강의 좋은거 많으니깐 그걸로 복습하시면 됩니다.,,,
42358-010,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,1,강의력이 매우 좋지 않고 수업 내용이 영양가 없습니다. 과제는 따로 없는데 퀴즈가 두번있고 꽤 비중있습니다. 그냥 시험 네번이라 생각하면 되겠습니다.,,,
42358-011,https://everytime.kr/lecture/view/42358,42358,제어공학기초,국태용,25년 1학기 수강자,1,수강신청 망해서 이거 듣느니 그냥 잔디밭에서 주무세요.,,,
