course_id,academic_year,semester,department,course_name,section,professor,credits,core,category,time_slot,campus,classroom,capacity,source,rating,workload_label,teamwork_load_label,grading_strictness_label
GEDB016,2026,1,GEDB,생명과학1,44,박석희,3,false,교양,Thu 12:00-13:15,자연과학,61209,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,45,정수명,3,false,교양,Tue 15:00-16:15,자연과학,32255,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,46,최철용,3,false,교양,Thu 15:00-16:15,자연과학,61209,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,47,존아임스,3,false,교양,Mon 09:00-10:15;Wed 10:30-11:45,자연과학,51318,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,48,조홍백,3,false,교양,Mon 10:30-11:45,자연과학,32255,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,49,존아임스,3,false,교양,Mon 15:00-16:15;Wed 16:30-17:45,자연과학,62355,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,50,김지연,3,false,교양,Wed 15:00-16:15,자연과학,32255,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,41,이대한,1,false,교양,Mon 12:00-13:15,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,42,권재영,1,false,교양,Mon 13:30-14:45,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,43,김지연,1,false,교양,Tue 13:30-14:45,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,44,조홍백,1,false,교양,Thu 12:00-13:15,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,45,박석희,1,false,교양,Wed 12:00-13:15,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,46,정수명,1,false,교양,Wed 13:30-14:45,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,47,김승철,1,false,교양,Thu 13:30-14:45,자연과학,32162A,,gls,,,,
GEDB017,2026,1,GEDB,생명과학실험1,48,최철용,1,false,교양,Tue 12:00-13:15,자연과학,32162A,,gls,,,,
GEDB003,2026,1,GEDB,선형대수학,41,조나단액스텔,3,false,교양,Tue 09:00-10:15;Thu 10:30-11:45,자연과학,,,gls,,,,
GEDB003,2026,1,GEDB,선형대수학,42,킨카찬드라다스,3,false,교양,Tue 10:30-11:45;Thu 09:00-10:15,자연과학,36207,,gls,,,,
GEDB003,2026,1,GEDB,선형대수학,43,정민교,3,false,교양,Tue 15:00-16:15;Thu 16:30-17:45,자연과학,,,gls,,,,
GEDB003,2026,1,GEDB,선형대수학,44,나다나엘가르얀토,3,false,교양,Tue 16:30-17:45;Thu 15:00-16:15,자연과학,62306,,gls,,,,
GEDB003,2026,1,GEDB,선형대수학,45,나다나엘가르얀토,3,false,교양,Fri 09:00-10:15;Fri 10:30-11:45,자연과학,62306,,gls,,,,
GEDB007,2026,1,GEDB,이산수학,41,조나단액스텔,3,false,교양,Tue 15:00-16:15,자연과학,36109,,gls,,,,
GEDB007,2026,1,GEDB,이산수학,42,윤선미,3,false,교양,Tue 16:30-17:45;Thu 15:00-16:15,자연과학,,,gls,,,,
GEDB007,2026,1,GEDB,이산수학,43,조나단액스텔,3,false,교양,Thu 13:30-14:45,자연과학,36109,,gls,,,,
GEDB007,2026,1,GEDB,이산수학,44,이영수,3,false,교양,Mon 09:00-10:15;Wed 10:30-11:45,자연과학,51356,,gls,,,,
GEDB007,2026,1,GEDB,이산수학,45,홍연재,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,61209,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,41,랍라하예,3,false,교양,Mon 09:00-10:15;Wed 10:30-11:45,자연과학,61208,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,42,랍라하예,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,61208,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,43,박성하,3,false,교양,Mon 12:00-13:15;Wed 13:30-14:45,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,44,박성하,3,false,교양,Mon 13:30-14:45;Wed 12:00-13:15,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,45,박성하,3,false,교양,Mon 15:00-16:15;Wed 16:30-17:45,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,47,드리바데미시톨라,3,false,교양,Tue 09:00-10:15;Thu 10:30-11:45,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,49,드리바데미시톨라,3,false,교양,Tue 12:00-13:15;Thu 13:30-14:45,자연과학,61208,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,50,차승남,3,false,교양,Tue 13:30-14:45;Thu 12:00-13:15,자연과학,36105,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,52,이명재,3,false,교양,Tue 16:30-17:45;Thu 15:00-16:15,자연과학,31214,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,53,안종열,3,false,교양,Fri 09:00-10:15;Fri 10:30-11:45,자연과학,,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,54,드리바데미시톨라,3,false,교양,Fri 12:00-13:15;Fri 13:30-14:45,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,55,랍라하예,3,false,교양,Fri 15:00-16:15;Fri 16:30-17:45,자연과학,,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,57,드리바데미시톨라,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,58,손병민,3,false,교양,Mon 12:00-13:15;Wed 13:30-14:45,자연과학,32255,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,59,정동근,3,false,교양,Mon 13:30-14:45;Wed 12:00-13:15,자연과학,61306,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,60,드리바데미시톨라,3,false,교양,Mon 15:00-16:15;Wed 16:30-17:45,자연과학,61208,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,61,최광용,3,false,교양,Mon 16:30-17:45;Wed 15:00-16:15,자연과학,51318,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,62,랍라하예,3,false,교양,Tue 10:30-11:45;Thu 09:00-10:15,자연과학,31214,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,63,랍라하예,3,false,교양,Tue 12:00-13:15;Thu 13:30-14:45,자연과학,31214,,gls,,,,
GEDB008,2026,1,GEDB,일반물리학1,65,김범준,3,false,교양,Fri 09:00-10:15;Fri 10:30-11:45,자연과학,61304A,,gls,,,,
GEDB010,2026,1,GEDB,일반물리학2,41,호정원,3,false,교양,Tue 13:30-14:45;Thu 12:00-13:15,자연과학,36203,,gls,,,,
GEDB010,2026,1,GEDB,일반물리학2,42,김기강,3,false,교양,Wed 15:00-16:15,자연과학,31214,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,41,김윤배,1,false,교양,Mon 12:00-13:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,42,강원남,1,false,교양,Mon 12:00-13:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,43,안종열,1,false,교양,Mon 13:30-14:45,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,44,박두선,1,false,교양,Mon 13:30-14:45,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,45,김영국,1,false,교양,Mon 15:00-16:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,46,이명재,1,false,교양,Mon 15:00-16:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,47,김윤배,1,false,교양,Tue 12:00-13:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,48,안종열,1,false,교양,Tue 12:00-13:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,49,안종열,1,false,교양,Tue 13:30-14:45,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,50,박두선,1,false,교양,Tue 13:30-14:45,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,51,김영국,1,false,교양,Tue 15:00-16:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,52,최광용,1,false,교양,Tue 15:00-16:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,53,황정식,1,false,교양,Wed 12:00-13:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,54,이경하,1,false,교양,Wed 12:00-13:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,55,손병민,1,false,교양,Wed 15:00-16:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,56,김영국,1,false,교양,Thu 12:00-13:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,58,박준영,1,false,교양,Wed 13:30-14:45,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,59,황정식,1,false,교양,Wed 15:00-16:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,60,김범규,1,false,교양,Thu 12:00-13:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,61,최광용,1,false,교양,Thu 13:30-14:45,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,62,손병민,1,false,교양,Thu 15:00-16:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,63,박준영,1,false,교양,Thu 15:00-16:15,자연과학,31255,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,64,손병민,1,false,교양,Fri 12:00-13:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,65,손병민,1,false,교양,Thu 13:30-14:45,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,66,이경하,1,false,교양,Wed 13:30-14:45,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,67,박준영,1,false,교양,Fri 09:00-10:15,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,68,최광용,1,false,교양,Tue 16:30-17:45,자연과학,31252,,gls,,,,
GEDB009,2026,1,GEDB,일반물리학실험1,69,손병민,1,false,교양,Thu 16:30-17:45,자연과학,31252,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,41,손성욱,3,false,교양,Mon 12:00-13:15;Wed 13:30-14:45,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,42,부진효,3,false,교양,Mon 13:30-14:45;Wed 12:00-13:15,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,43,타탄프렘쿠마르,3,false,교양,Mon 15:00-16:15;Wed 16:30-17:45,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,44,김인호,3,false,교양,Mon 16:30-17:45;Wed 15:00-16:15,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,45,타탄프렘쿠마르,3,false,교양,Tue 09:00-10:15;Thu 10:30-11:45,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,46,김영독,3,false,교양,Tue 10:30-11:45;Thu 09:00-10:15,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,47,이진용,3,false,교양,Tue 13:30-14:45;Thu 12:00-13:15,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,48,타탄프렘쿠마르,3,false,교양,Tue 15:00-16:15;Thu 16:30-17:45,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,49,윤완수,3,false,교양,Tue 16:30-17:45;Thu 15:00-16:15,자연과학,330102,,gls,,,,
GEDB012,2026,1,GEDB,일반화학1,53,정덕영,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,61304A,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,41,이효영,1,false,교양,Mon 11:00-12:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,42,고두현,1,false,교양,Mon 11:00-12:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,43,이효영,1,false,교양,Mon 13:00-14:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,44,고두현,1,false,교양,Mon 13:00-14:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,45,고영민,1,false,교양,Mon 15:00-16:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,46,강도형,1,false,교양,Mon 15:00-16:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,47,신광민,1,false,교양,Tue 11:00-12:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,48,손성욱,1,false,교양,Tue 11:00-12:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,49,강영훈,1,false,교양,Tue 11:00-12:50,자연과학,32254B,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,50,신광민,1,false,교양,Tue 13:00-14:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,51,손성욱,1,false,교양,Tue 13:00-14:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,52,강영훈,1,false,교양,Tue 13:00-14:50,자연과학,32254B,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,53,이효영,1,false,교양,Tue 15:00-16:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,54,강영훈,1,false,교양,Tue 15:00-16:50,자연과학,32254B,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,55,손성욱,1,false,교양,Wed 11:00-12:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,56,신광민,1,false,교양,Wed 11:00-12:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,57,고두현,1,false,교양,Wed 11:00-12:50,자연과학,32254B,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,58,강도형,1,false,교양,Wed 13:00-14:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,59,고두현,1,false,교양,Wed 13:00-14:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,60,신광민,1,false,교양,Wed 13:00-14:50,자연과학,32254B,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,61,고영민,1,false,교양,Wed 15:00-16:50,자연과학,32254B,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,62,신광민,1,false,교양,Thu 11:00-12:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,63,이효영,1,false,교양,Thu 11:00-12:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,64,손성욱,1,false,교양,Thu 13:00-14:50,자연과학,32201,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,65,강도형,1,false,교양,Thu 13:00-14:50,자연과학,32251,,gls,,,,
GEDB013,2026,1,GEDB,일반화학실험1,66,손성욱,1,false,교양,Thu 15:00-16:50,자연과학,32201,,gls,,,,
GEDB028,2026,1,GEDB,확률및통계,41,허다연,3,false,교양,Mon 09:00-10:15;Wed 10:30-11:45,자연과학,330110,,gls,,,,
GEDB028,2026,1,GEDB,확률및통계,42,최효정,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,22409,,gls,,,,
GEDB028,2026,1,GEDB,확률및통계,43,신지태,3,false,교양,Tue 12:00-13:15;Thu 13:30-14:45,자연과학,21534,,gls,,,,
